metric,rank,value,cdf,ccdf
directed_cross_project_edge_weight,265,1,0.027589796980739198,0.9725143154606976
directed_cross_project_edge_weight,266,1,0.02769390942217595,0.9724102030192608
directed_cross_project_edge_weight,267,1,0.0277980218636127,0.972306090577824
directed_cross_project_edge_weight,268,1,0.027902134305049453,0.9722019781363873
directed_cross_project_edge_weight,269,1,0.028006246746486205,0.9720978656949505
directed_cross_project_edge_weight,270,1,0.028110359187922956,0.9719937532535138
directed_cross_project_edge_weight,271,1,0.028214471629359708,0.9718896408120771
directed_cross_project_edge_weight,272,1,0.02831858407079646,0.9717855283706403
directed_cross_project_edge_weight,273,1,0.02842269651223321,0.9716814159292035
directed_cross_project_edge_weight,274,1,0.028526808953669963,0.9715773034877668
directed_cross_project_edge_weight,275,1,0.028630921395106715,0.97147319104633
directed_cross_project_edge_weight,276,1,0.028735033836543467,0.9713690786048933
directed_cross_project_edge_weight,277,1,0.028839146277980218,0.9712649661634565
directed_cross_project_edge_weight,278,1,0.02894325871941697,0.9711608537220198
