project_id,community_id,community_size
574588439,3,5
574694308,17,5
574877,0,35
5757735,0,35
5761553,6,28
57912964,1,134
57920736,5,86
581145740,3,5
58132544,3,5
58146669,4,4
5839692,0,35
5844474,2,3
584946477,6,28
5870069,3,5
58707550,2,3
58821882,1,134
5909706,2,3
59526988,1,134
596892,14,49
598342280,3,5
599173337,1,134
60075331,4,4
60111626,0,35
60188025,6,28
60246359,3,5
60377070,12,28
605020435,3,5
605938979,6,28
606125384,0,35
606433492,3,5
607289185,10,169
607441698,3,5
607721298,2,3
608906465,4,4
609056915,6,28
6093316,10,169
60977924,0,35
61153677,2,3
613723,12,28
6148317,1,134
61524054,1,134
61567949,1,134
618492,2,3
619008516,3,5
6207167,0,35
62117812,0,35
621929252,2,3
62350380,5,86
624131986,3,5
6247705,10,169
627720881,2,3
627774285,1,134
627846703,2,3
628503457,3,5
628739599,3,5
6296790,0,35
63044524,4,4
631805185,7,165
63375710,6,28
63421322,3,5
635073227,2,3
63537249,6,28
6358188,0,35
635979215,1,134
63625434,1,134
63749548,0,35
63809205,3,5
638739649,6,28
639046841,3,5
639434928,10,169
63995402,1,134
6427744,2,3
644742603,11,17
6452529,12,28
646423,2,3
6503675,1,134
65214191,3,5
654024495,2,3
65430363,2,3
65600975,9,186
658518,15,153
65987043,0,35
66030306,7,165
660776503,3,5
661663226,17,5
66311167,0,35
664452562,6,28
664816265,1,134
6650539,10,169
66509131,1,134
66737655,1,134
668673665,0,35
669011066,5,86
67006105,2,3
67305738,2,3
6731432,16,20
67372977,11,17
6742151,4,4
6765281,0,35
67793333,1,134
678214856,3,5
67836789,5,86
679889516,4,4
680247452,11,17
6818061,0,35
68181694,4,4
682834027,7,165
68294628,5,86
68312233,6,28
6838921,1,134
68465360,8,13
68964263,1,134
6934395,4,4
69857712,2,3
69940348,0,35
7004897,1,134
70107786,3,5
70352157,5,86
7035651,4,4
7056202,4,4
70676032,2,3
7083240,0,35
7083242,1,134
71133469,16,20
714074,10,169
714809540,7,165
715605,0,35
7170058,3,5
71823870,6,28
71948498,2,3
724712,2,3
72700804,4,4
7276954,4,4
72889410,9,186
731515911,4,4
73235061,0,35
73561616,5,86
7357595,3,5
735981,0,35
74106774,2,3
7437073,0,35
745749,15,153
7502247,0,35
75104123,10,169
75425073,4,4
7561862,1,134
75744278,1,134
75821432,3,5
7613257,8,13
76214676,5,86
7634677,3,5
76474200,4,4
7691631,14,49
76978254,2,3
7730829,8,13
77338532,2,3
77385607,0,35
779570,0,35
78234185,1,134
7823926,1,134
782679,0,35
78678862,3,5
78870047,3,5
790938,12,28
791522,12,28
79188507,1,134
79317191,6,28
7939844,3,5
79874569,5,86
79901405,9,186
79954708,1,134
80087836,14,49
8039659,0,35
80964373,2,3
81227005,3,5
81355383,1,134
81384578,2,3
81598961,3,5
81810486,4,4
82552640,2,3
82580,3,5
832680,0,35
8397993,1,134
84088596,12,28
84240850,11,17
84458512,0,35
84517704,13,27
84983058,5,86
85069480,1,134
8507859,6,28
8514,1,134
85504501,0,35
85795396,0,35
858127,4,4
86367047,9,186
865412,2,3
86868560,6,28
86870924,4,4
87358441,5,86
87414843,3,5
87859908,0,35
8804093,4,4
88674404,1,134
88956492,1,134
88962042,0,35
89145566,5,86
89943162,4,4
90299507,3,5
90506918,9,186
90541149,3,5
9074548,0,35
90796663,10,169
90821930,2,3
908607,4,4
91074692,6,28
91151442,2,3
911980,3,5
9120526,6,28
91218588,2,3
9155431,3,5
9156682,7,165
91593042,16,20
91715647,8,13
91837954,0,35
91860126,2,3
92329433,1,134
92569428,1,134
927442,11,17
9283927,4,4
9290699,4,4
92969352,13,27
931135,0,35
93163073,14,49
93290292,4,4
9342529,9,186
9384267,9,186
94262864,5,86
9433979,2,3
9454675,3,5
94593596,1,134
94702898,5,86
94911145,0,35
95084858,4,4
95098170,1,134
95143992,11,17
9524057,11,17
95247959,0,35
95614931,15,153
95817032,11,17
95902102,5,86
96004375,1,134
961036,0,35
96237042,1,134
96382888,5,86
96431386,3,5
96570421,6,28
97316835,5,86
97518356,4,4
97753277,0,35
9801644,9,186
98346885,8,13
991475,6,28
997338,8,13
99919302,6,28
