project_id,community_id,community_size
179344069,0,66
179492861,1,148
179553396,33,185
179603362,0,66
179637219,4,30
179866722,0,66
18004019,1,148
180155433,2,652
180226750,4,30
18030517,0,66
1804055,3,170
180414458,11,23
180481986,2,652
180508509,3,170
180687624,13,132
1807659,31,24
180863671,24,12
18097275,20,40
18106269,0,66
18128548,4,30
181510702,4,30
181624025,11,23
181715383,2,652
181738376,3,170
18174590,1,148
181782286,17,788
18192493,6,232
18193978,8,85
181939935,14,11
18210201,1,148
182128122,1,148
182145736,1,148
182299236,11,23
182466444,2,652
18260583,3,170
182849188,3,170
182926332,17,788
183030217,3,170
183095067,1,148
183126028,2,652
18314451,2,652
18320947,20,40
183247201,2,652
183302822,11,23
183365721,2,652
183477487,1,148
18351848,3,170
183559023,1,148
18369373,2,652
183781681,7,215
183929744,1,148
184128064,10,852
18413405,2,652
184148355,1,148
184149296,11,23
184227406,2,652
184286875,16,14
184304089,23,9
184312964,5,40
184460,0,66
184463891,3,170
184484074,21,36
1845223,3,170
184635772,2,652
184636558,4,30
184654298,0,66
18469325,25,23
184734634,10,852
184792968,2,652
18492045,8,85
184955020,10,852
184981,2,652
185240903,3,170
185278617,17,788
185478926,15,32
185651869,30,25
185861173,2,652
186022916,2,652
186332888,2,652
186765948,4,30
186899882,0,66
186904487,23,9
187042471,1,148
187086161,2,652
187113923,11,23
18712703,5,40
187231162,11,23
187269923,31,24
1874483,3,170
187523334,0,66
18765044,2,652
187694683,7,215
187811455,27,116
187847963,2,652
18785884,21,36
187879115,3,170
187943341,7,215
18800032,15,32
188057676,30,25
1885237,0,66
188779637,3,170
188811692,34,161
188828946,3,170
188836864,1,148
18891741,12,84
18893367,14,11
189012294,0,66
189029839,4,30
189044704,2,652
18906266,7,215
189447606,22,529
189476904,16,14
189621607,2,652
19000107,4,30
190051296,1,148
190163438,1,148
19016985,3,170
190198180,12,84
19030037,5,40
1903522,0,66
190416463,7,215
190478838,8,85
190704068,11,23
1908577,4,30
190994178,7,215
19101720,20,40
191163758,6,232
191249232,4,30
19128505,1,148
191316757,5,40
19138780,2,652
191461487,7,215
1915437,12,84
1916228,0,66
191655189,7,215
1917262,26,263
191751505,17,788
191779319,1,148
191817804,8,85
191838304,8,85
191880399,11,23
191937949,10,852
191942768,4,30
191973776,2,652
191988685,2,652
192345200,3,170
192366753,7,215
19244865,2,652
19257422,18,234
192587835,3,170
192624594,2,652
192625306,13,132
192625525,1,148
192625955,2,652
192626254,1,148
192631273,14,11
192689401,1,148
192768713,2,652
192805335,16,14
192925833,7,215
192958794,12,84
193056466,0,66
19308738,4,30
1931356,0,66
193156399,7,215
193215554,18,234
19323986,3,170
19330466,8,85
19330736,1,148
193500153,16,14
193784341,2,652
193784379,2,652
193929371,7,215
19449303,5,40
194617274,19,819
194645305,0,66
194829679,2,652
19485249,0,66
195088274,4,30
19512853,2,652
195277793,1,148
195619075,32,66
195747855,3,170
