seed_order,repo_id,repo_name,repo_name_used,activity_count,repo_created_at,category_label,evidence_filename,evidence_path,seed_boundary_reason
196,90541149,heavyai/heavydb,heavyai/heavydb,174,2017-05-07T15:07:56Z,Relational,heavyai_heavydb_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/heavyai_heavydb_2023.csv,activity_threshold_and_frozen_evidence_available
197,206686299,rayokota/kareldb,rayokota/kareldb,173,2019-09-06T01:17:24Z,Relational,rayokota_kareldb_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/rayokota_kareldb_2023.csv,activity_threshold_and_frozen_evidence_available
198,166387176,polypheny/Polypheny-DB,polypheny/Polypheny-DB,170,2019-01-18T10:24:15Z,"Relational,Document,Graph",polypheny_Polypheny-DB_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/polypheny_Polypheny-DB_2023.csv,activity_threshold_and_frozen_evidence_available
199,642912355,awa-ai/awadb,awa-ai/awadb,170,2023-05-19T16:22:02Z,"Document,Vector",awa-ai_awadb_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/awa-ai_awadb_2023.csv,activity_threshold_and_frozen_evidence_available
200,186332888,vearch/vearch,vearch/vearch,168,2019-05-13T02:37:31Z,"Document,Vector",vearch_vearch_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/vearch_vearch_2023.csv,activity_threshold_and_frozen_evidence_available
201,349627612,khonsulabs/bonsaidb,khonsulabs/bonsaidb,164,2021-03-20T04:35:24Z,Key-value,khonsulabs_bonsaidb_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/khonsulabs_bonsaidb_2023.csv,activity_threshold_and_frozen_evidence_available
202,387622288,elliotchance/vsql,elliotchance/vsql,162,2021-07-19T23:55:45Z,Relational,elliotchance_vsql_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/elliotchance_vsql_2023.csv,activity_threshold_and_frozen_evidence_available
203,791522,basho/riak_kv,basho/riak_kv,159,2010-07-22T17:27:35Z,Key-value,basho_riak_kv_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/basho_riak_kv_2023.csv,activity_threshold_and_frozen_evidence_available
204,3766330,pentaho/mondrian,pentaho/mondrian,145,2012-03-19T17:03:39Z,Relational,pentaho_mondrian_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/pentaho_mondrian_2023.csv,activity_threshold_and_frozen_evidence_available
205,49401416,spacejam/sled,spacejam/sled,145,2016-01-11T04:11:30Z,Key-value,spacejam_sled_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/spacejam_sled_2023.csv,activity_threshold_and_frozen_evidence_available
206,73235061,rayokota/hgraphdb,rayokota/hgraphdb,144,2016-11-08T23:05:08Z,Graph,rayokota_hgraphdb_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/rayokota_hgraphdb_2023.csv,activity_threshold_and_frozen_evidence_available
207,4254338,graphite-project/graphite-web,graphite-project/graphite-web,143,2012-05-07T21:30:55Z,Time Series,graphite-project_graphite-web_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/graphite-project_graphite-web_2023.csv,activity_threshold_and_frozen_evidence_available
208,606800919,firstbatchxyz/hollowdb,firstbatchxyz/hollowdb,142,2023-02-26T15:57:33Z,Key-value,firstbatchxyz_hollowdb_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/firstbatchxyz_hollowdb_2023.csv,activity_threshold_and_frozen_evidence_available
209,138411034,genjidb/genji,genjidb/genji,135,2018-06-23T15:12:03Z,Document,genjidb_genji_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/genjidb_genji_2023.csv,activity_threshold_and_frozen_evidence_available
210,137869753,appy-one/acebase,appy-one/acebase,134,2018-06-19T09:28:07Z,Document,appy-one_acebase_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/appy-one_acebase_2023.csv,activity_threshold_and_frozen_evidence_available
211,927442,postgres/postgres,postgres/postgres,134,2010-09-21T11:35:45Z,"Object Oriented,Relational",postgres_postgres_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/postgres_postgres_2023.csv,activity_threshold_and_frozen_evidence_available
212,276042304,skytable/skytable,skytable/skytable,134,2020-06-30T08:31:09Z,Key-value,skytable_skytable_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/skytable_skytable_2023.csv,activity_threshold_and_frozen_evidence_available
213,639434928,cfu288/SylvieJS,cfu288/SylvieJS,132,2023-05-11T13:21:42Z,Document,cfu288_SylvieJS_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/cfu288_SylvieJS_2023.csv,activity_threshold_and_frozen_evidence_available
214,9074548,orbisgis/h2gis,orbisgis/h2gis,128,2013-03-28T10:12:05Z,Spatial,orbisgis_h2gis_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/orbisgis_h2gis_2023.csv,activity_threshold_and_frozen_evidence_available
215,321853986,Tencent/Tendis,Tencent/Tendis,124,2020-12-16T03:12:23Z,Key-value,Tencent_Tendis_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/Tencent_Tendis_2023.csv,activity_threshold_and_frozen_evidence_available
216,865412,OpenTSDB/opentsdb,OpenTSDB/opentsdb,122,2010-08-27T02:05:20Z,"Key-value,Time Series",OpenTSDB_opentsdb_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/OpenTSDB_opentsdb_2023.csv,activity_threshold_and_frozen_evidence_available
217,18351848,typicode/lowdb,typicode/lowdb,120,2014-04-02T02:16:06Z,Document,typicode_lowdb_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/typicode_lowdb_2023.csv,activity_threshold_and_frozen_evidence_available
218,48617634,orbitdb/orbit-db,orbitdb/orbit-db,120,2015-12-26T17:02:28Z,"Key-value,Document",orbitdb_orbit-db_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/orbitdb_orbit-db_2023.csv,activity_threshold_and_frozen_evidence_available
219,7357595,zopefoundation/ZODB,zopefoundation/ZODB,118,2012-12-28T17:47:39Z,"Object Oriented,Key-value",zopefoundation_ZODB_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/zopefoundation_ZODB_2023.csv,activity_threshold_and_frozen_evidence_available
220,628503457,jdagdelen/hyperDB,jdagdelen/hyperDB,115,2023-04-16T06:27:39Z,"Document,Vector",jdagdelen_hyperDB_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/jdagdelen_hyperDB_2023.csv,activity_threshold_and_frozen_evidence_available
221,5761553,oetiker/rrdtool-1.x,oetiker/rrdtool-1.x,114,2012-09-11T07:41:14Z,Time Series,oetiker_rrdtool-1.x_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/oetiker_rrdtool-1.x_2023.csv,activity_threshold_and_frozen_evidence_available
222,679889516,fireproof-storage/fireproof,fireproof-storage/fireproof,109,2023-08-17T21:13:44Z,Document,fireproof-storage_fireproof_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/fireproof-storage_fireproof_2023.csv,activity_threshold_and_frozen_evidence_available
223,11380094,msiemens/tinydb,msiemens/tinydb,108,2013-07-12T23:31:13Z,Document,msiemens_tinydb_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/msiemens_tinydb_2023.csv,activity_threshold_and_frozen_evidence_available
224,26774602,proullon/ramsql,proullon/ramsql,102,2014-11-17T20:00:45Z,Relational,proullon_ramsql_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/proullon_ramsql_2023.csv,activity_threshold_and_frozen_evidence_available
225,52507351,diennea/herddb,diennea/herddb,100,2016-02-25T08:01:32Z,Relational,diennea_herddb_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/diennea_herddb_2023.csv,activity_threshold_and_frozen_evidence_available
226,597066476,tontinton/dbeel,tontinton/dbeel,96,2023-02-03T14:56:30Z,Document,tontinton_dbeel_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/tontinton_dbeel_2023.csv,activity_threshold_and_frozen_evidence_available
227,57401138,bitnine-oss/agensgraph,bitnine-oss/agensgraph,94,2016-04-29T17:19:07Z,"Relational,Key-value,Document,Graph",bitnine-oss_agensgraph_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/bitnine-oss_agensgraph_2023.csv,activity_threshold_and_frozen_evidence_available
228,429630067,marsupialtail/quokka,marsupialtail/quokka,93,2021-11-19T01:17:06Z,Relational,marsupialtail_quokka_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/marsupialtail_quokka_2023.csv,activity_threshold_and_frozen_evidence_available
229,143436277,baidu/BaikalDB,baidu/BaikalDB,92,2018-08-03T14:19:12Z,Relational,baidu_BaikalDB_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/baidu_BaikalDB_2023.csv,activity_threshold_and_frozen_evidence_available
230,613723,basho/riak,basho/riak,91,2010-04-16T14:51:16Z,Key-value,basho_riak_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/basho_riak_2023.csv,activity_threshold_and_frozen_evidence_available
231,635374751,jina-ai/vectordb,jina-ai/vectordb,86,2023-05-02T14:59:09Z,"Document,Vector",jina-ai_vectordb_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/jina-ai_vectordb_2023.csv,activity_threshold_and_frozen_evidence_available
232,52420005,griddb/griddb,griddb/griddb,85,2016-02-24T06:31:40Z,"Key-value,Time Series",griddb_griddb_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/griddb_griddb_2023.csv,activity_threshold_and_frozen_evidence_available
233,5453989,jankotek/mapdb,jankotek/mapdb,81,2012-08-17T15:28:54Z,"Object Oriented,Key-value",jankotek_mapdb_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/jankotek_mapdb_2023.csv,activity_threshold_and_frozen_evidence_available
234,266444815,earthstar-project/earthstar,earthstar-project/earthstar,78,2020-05-24T00:49:12Z,Document,earthstar-project_earthstar_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/earthstar-project_earthstar_2023.csv,activity_threshold_and_frozen_evidence_available
235,81411018,microsoft/GraphEngine,microsoft/GraphEngine,69,2017-02-09T05:02:16Z,Graph,microsoft_GraphEngine_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/microsoft_GraphEngine_2023.csv,activity_threshold_and_frozen_evidence_available
236,18800032,tonsky/datascript,tonsky/datascript,66,2014-04-15T12:58:22Z,Key-value,tonsky_datascript_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/tonsky_datascript_2023.csv,activity_threshold_and_frozen_evidence_available
237,34839383,apache/geode,apache/geode,60,2015-04-30T07:00:05Z,Key-value,apache_geode_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/apache_geode_2023.csv,activity_threshold_and_frozen_evidence_available
238,206403,apache/jackrabbit,apache/jackrabbit,58,2009-05-21T01:43:24Z,"Object Oriented,Content",apache_jackrabbit_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/apache_jackrabbit_2023.csv,activity_threshold_and_frozen_evidence_available
239,320459354,bytedance/terarkdb,bytedance/terarkdb,58,2020-12-11T03:42:58Z,Key-value,bytedance_terarkdb_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/bytedance_terarkdb_2023.csv,activity_threshold_and_frozen_evidence_available
240,722117815,cursusdb/cursusdb,cursusdb/cursusdb,57,2023-11-22T13:26:09Z,Document,cursusdb_cursusdb_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/cursusdb_cursusdb_2023.csv,activity_threshold_and_frozen_evidence_available
241,56128733,apache/impala,apache/impala,55,2016-04-13T07:00:08Z,Relational,apache_impala_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/apache_impala_2023.csv,activity_threshold_and_frozen_evidence_available
242,20537104,cayleygraph/cayley,cayleygraph/cayley,55,2014-06-05T18:49:41Z,RDF,cayleygraph_cayley_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/cayleygraph_cayley_2023.csv,activity_threshold_and_frozen_evidence_available
243,160528020,mateusfreira/nun-db,mateusfreira/nun-db,51,2018-12-05T14:10:46Z,Object Oriented,mateusfreira_nun-db_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/mateusfreira_nun-db_2023.csv,activity_threshold_and_frozen_evidence_available
244,590507334,StereoDB/StereoDB,StereoDB/StereoDB,48,2023-01-18T15:19:57Z,Relational,StereoDB_StereoDB_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/StereoDB_StereoDB_2023.csv,activity_threshold_and_frozen_evidence_available
245,6427744,Softmotions/ejdb,Softmotions/ejdb,46,2012-10-28T13:30:23Z,"Document,Key-value",Softmotions_ejdb_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/Softmotions_ejdb_2023.csv,activity_threshold_and_frozen_evidence_available
246,116522453,akrylysov/pogreb,akrylysov/pogreb,45,2018-01-06T23:16:36Z,Key-value,akrylysov_pogreb_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/akrylysov_pogreb_2023.csv,activity_threshold_and_frozen_evidence_available
247,684046299,OpenTenBase/OpenTenBase,OpenTenBase/OpenTenBase,45,2023-08-28T10:44:36Z,Relational,OpenTenBase_OpenTenBase_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/OpenTenBase_OpenTenBase_2023.csv,activity_threshold_and_frozen_evidence_available
248,26917250,pkumod/gStore,pkumod/gStore,44,2014-11-20T14:59:01Z,Graph,pkumod_gStore_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/pkumod_gStore_2023.csv,activity_threshold_and_frozen_evidence_available
249,722854801,oasysai/oasysdb,oasysai/oasysdb,42,2023-11-24T05:38:45Z,"Key-value,Vector",oasysai_oasysdb_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/oasysai_oasysdb_2023.csv,activity_threshold_and_frozen_evidence_available
250,147880351,njaard/sonnerie,njaard/sonnerie,39,2018-09-07T22:24:22Z,Relational,njaard_sonnerie_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/njaard_sonnerie_2023.csv,activity_threshold_and_frozen_evidence_available
251,8039659,kairosdb/kairosdb,kairosdb/kairosdb,37,2013-02-05T22:27:48Z,Time Series,kairosdb_kairosdb_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/kairosdb_kairosdb_2023.csv,activity_threshold_and_frozen_evidence_available
252,50229487,apache/lucene-solr,apache/lucene-solr,36,2016-01-23T08:00:06Z,"Document,Search Engine",apache_lucene-solr_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/apache_lucene-solr_2023.csv,activity_threshold_and_frozen_evidence_available
253,371172777,kelindar/column,kelindar/column,34,2021-05-26T21:27:45Z,Relational,kelindar_column_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/kelindar_column_2023.csv,activity_threshold_and_frozen_evidence_available
254,111333972,arun1729/cog,arun1729/cog,33,2017-11-19T21:35:00Z,RDF,arun1729_cog_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/arun1729_cog_2023.csv,activity_threshold_and_frozen_evidence_available
255,11654790,techfort/LokiJS,techfort/LokiJS,33,2013-07-25T07:39:20Z,Document,techfort_LokiJS_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/techfort_LokiJS_2023.csv,activity_threshold_and_frozen_evidence_available
256,183929744,erikgrinaker/toydb,erikgrinaker/toydb,33,2019-04-28T16:02:59Z,Relational,erikgrinaker_toydb_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/erikgrinaker_toydb_2023.csv,activity_threshold_and_frozen_evidence_available
257,735981,xapian/xapian,xapian/xapian,32,2010-06-23T15:51:03Z,"Document,Search Engine",xapian_xapian_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/xapian_xapian_2023.csv,activity_threshold_and_frozen_evidence_available
258,632269609,kagisearch/vectordb,kagisearch/vectordb,32,2023-04-25T04:13:24Z,"Document,Vector",kagisearch_vectordb_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/kagisearch_vectordb_2023.csv,activity_threshold_and_frozen_evidence_available
259,278320002,estraier/tkrzw,estraier/tkrzw,32,2020-07-09T09:23:22Z,Key-value,estraier_tkrzw_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/estraier_tkrzw_2023.csv,activity_threshold_and_frozen_evidence_available
260,411979983,elmarti/camadb,elmarti/camadb,31,2021-09-30T08:16:18Z,Document,elmarti_camadb_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/elmarti_camadb_2023.csv,activity_threshold_and_frozen_evidence_available
261,33275300,cachelot/cachelot,cachelot/cachelot,31,2015-04-01T21:59:52Z,Key-value,cachelot_cachelot_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/cachelot_cachelot_2023.csv,activity_threshold_and_frozen_evidence_available
262,341208515,edgelesssys/edgelessdb,edgelesssys/edgelessdb,30,2021-02-22T13:24:30Z,Relational,edgelesssys_edgelessdb_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/edgelesssys_edgelessdb_2023.csv,activity_threshold_and_frozen_evidence_available
263,61269853,vanilladb/vanillacore,vanilladb/vanillacore,28,2016-06-16T07:01:25Z,Multivalue,vanilladb_vanillacore_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/vanilladb_vanillacore_2023.csv,activity_threshold_and_frozen_evidence_available
264,37285717,pilgr/Paper,pilgr/Paper,28,2015-06-11T20:55:15Z,"Key-value,Object Oriented",pilgr_Paper_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/pilgr_Paper_2023.csv,activity_threshold_and_frozen_evidence_available
265,184227406,tikv/agatedb,tikv/agatedb,27,2019-04-30T08:54:17Z,Key-value,tikv_agatedb_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/tikv_agatedb_2023.csv,activity_threshold_and_frozen_evidence_available
266,129436009,rakibtg/SleekDB,rakibtg/SleekDB,27,2018-04-13T17:50:14Z,Document,rakibtg_SleekDB_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/rakibtg_SleekDB_2023.csv,activity_threshold_and_frozen_evidence_available
267,474070793,SnellerInc/sneller,SnellerInc/sneller,25,2022-03-25T15:46:05Z,Document,SnellerInc_sneller_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/SnellerInc_sneller_2023.csv,activity_threshold_and_frozen_evidence_available
268,331747853,microsoft/Extensible-Storage-Engine,microsoft/Extensible-Storage-Engine,25,2021-01-21T20:34:01Z,Key-value,microsoft_Extensible-Storage-Engine_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/microsoft_Extensible-Storage-Engine_2023.csv,activity_threshold_and_frozen_evidence_available
269,8103021,Netflix/EVCache,Netflix/EVCache,25,2013-02-08T22:52:57Z,Key-value,Netflix_EVCache_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/Netflix_EVCache_2023.csv,activity_threshold_and_frozen_evidence_available
270,64404140,tidwall/redcon,tidwall/redcon,24,2016-07-28T14:52:34Z,Key-value,tidwall_redcon_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/tidwall_redcon_2023.csv,activity_threshold_and_frozen_evidence_available
271,176278485,sqlite/sqlite,sqlite/sqlite,24,2019-03-18T12:21:01Z,Relational,sqlite_sqlite_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/sqlite_sqlite_2023.csv,activity_threshold_and_frozen_evidence_available
272,50647838,apache/kudu,apache/kudu,24,2016-01-29T08:00:06Z,Relational,apache_kudu_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/apache_kudu_2023.csv,activity_threshold_and_frozen_evidence_available
273,63731386,tidwall/buntdb,tidwall/buntdb,23,2016-07-19T22:11:40Z,Key-value,tidwall_buntdb_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/tidwall_buntdb_2023.csv,activity_threshold_and_frozen_evidence_available
274,97518356,dremio/dremio-oss,dremio/dremio-oss,23,2017-07-17T20:17:04Z,Relational,dremio_dremio-oss_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/dremio_dremio-oss_2023.csv,activity_threshold_and_frozen_evidence_available
275,681142,Bobris/BTDB,Bobris/BTDB,22,2010-05-22T22:23:23Z,"Key-value,Object Oriented",Bobris_BTDB_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/Bobris_BTDB_2023.csv,activity_threshold_and_frozen_evidence_available
276,5912693,ncannasse/castle,ncannasse/castle,21,2012-09-22T11:57:28Z,Document,ncannasse_castle_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/ncannasse_castle_2023.csv,activity_threshold_and_frozen_evidence_available
277,31976266,apache/asterixdb,apache/asterixdb,21,2015-03-10T19:06:29Z,Document,apache_asterixdb_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/apache_asterixdb_2023.csv,activity_threshold_and_frozen_evidence_available
278,197858776,textileio/go-threads,textileio/go-threads,20,2019-07-20T00:24:31Z,Document,textileio_go-threads_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/textileio_go-threads_2023.csv,activity_threshold_and_frozen_evidence_available
279,8335020,BrightstarDB/BrightstarDB,BrightstarDB/BrightstarDB,20,2013-02-21T12:52:27Z,RDF,BrightstarDB_BrightstarDB_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/BrightstarDB_BrightstarDB_2023.csv,activity_threshold_and_frozen_evidence_available
280,15001136,etoile/CoreObject,etoile/CoreObject,19,2013-12-07T06:34:10Z,Object Oriented,etoile_CoreObject_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/etoile_CoreObject_2023.csv,activity_threshold_and_frozen_evidence_available
281,48451041,blazegraph/database,blazegraph/database,18,2015-12-22T19:52:44Z,"Graph,RDF",blazegraph_database_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/blazegraph_database_2023.csv,activity_threshold_and_frozen_evidence_available
282,738338,NEventStore/NEventStore,NEventStore/NEventStore,18,2010-06-24T20:28:53Z,Event,NEventStore_NEventStore_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/NEventStore_NEventStore_2023.csv,activity_threshold_and_frozen_evidence_available
283,210997817,redwood/redwood,redwood/redwood,18,2019-09-26T04:13:14Z,Key-value,redwood_redwood_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/redwood_redwood_2023.csv,activity_threshold_and_frozen_evidence_available
284,85236158,lambdazen/bitsy,lambdazen/bitsy,15,2017-03-16T19:54:58Z,Graph,lambdazen_bitsy_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/lambdazen_bitsy_2023.csv,activity_threshold_and_frozen_evidence_available
285,416174776,pysonDB/pysonDB-v2,pysonDB/pysonDB-v2,15,2021-10-12T03:53:50Z,Document,pysonDB_pysonDB-v2_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/pysonDB_pysonDB-v2_2023.csv,activity_threshold_and_frozen_evidence_available
286,7561862,ideawu/ssdb,ideawu/ssdb,14,2013-01-11T15:19:07Z,Key-value,ideawu_ssdb_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/ideawu_ssdb_2023.csv,activity_threshold_and_frozen_evidence_available
287,124315604,aerospike/aerospike-server,aerospike/aerospike-server,13,2018-03-08T00:59:46Z,Key-value,aerospike_aerospike-server_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/aerospike_aerospike-server_2023.csv,activity_threshold_and_frozen_evidence_available
288,131763823,quoll/asami,quoll/asami,13,2018-05-01T21:14:38Z,Graph,quoll_asami_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/quoll_asami_2023.csv,activity_threshold_and_frozen_evidence_available
289,509396909,lingo-db/lingo-db,lingo-db/lingo-db,13,2022-07-01T09:31:15Z,Relational,lingo-db_lingo-db_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/lingo-db_lingo-db_2023.csv,activity_threshold_and_frozen_evidence_available
290,345982729,GreatSQL/GreatSQL,GreatSQL/GreatSQL,13,2021-03-09T11:27:23Z,Relational,GreatSQL_GreatSQL_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/GreatSQL_GreatSQL_2023.csv,activity_threshold_and_frozen_evidence_available
291,587246478,endatabas/endb,endatabas/endb,13,2023-01-10T09:57:42Z,"Relational,Document",endatabas_endb_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/endatabas_endb_2023.csv,activity_threshold_and_frozen_evidence_available
292,51290852,bigchaindb/bigchaindb,bigchaindb/bigchaindb,13,2016-02-08T10:12:58Z,"Key-value,Document",bigchaindb_bigchaindb_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/bigchaindb_bigchaindb_2023.csv,activity_threshold_and_frozen_evidence_available
293,129072319,CovenantSQL/CovenantSQL,CovenantSQL/CovenantSQL,12,2018-04-11T09:52:58Z,Relational,CovenantSQL_CovenantSQL_2023.csv,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/CovenantSQL_CovenantSQL_2023.csv,activity_threshold_and_frozen_evidence_available
