project_id,node_role,edge_observed,zero_edge_seed
155652490,expanded_target_project,True,False
155740984,expanded_target_project,True,False
155749886,expanded_target_project,True,False
155858802,expanded_target_project,True,False
155941061,expanded_target_project,True,False
156018,seed_project,True,False
156066420,expanded_target_project,True,False
156108485,expanded_target_project,True,False
156111871,expanded_target_project,True,False
156204572,expanded_target_project,True,False
15625834,expanded_target_project,True,False
156599958,expanded_target_project,True,False
156606443,expanded_target_project,True,False
15661465,expanded_target_project,True,False
156939672,expanded_target_project,True,False
156968527,expanded_target_project,True,False
157008425,expanded_target_project,True,False
15730865,expanded_target_project,True,False
157310998,expanded_target_project,True,False
157397583,expanded_target_project,True,False
157422219,expanded_target_project,True,False
157463841,expanded_target_project,True,False
157514605,expanded_target_project,True,False
1575956,expanded_target_project,True,False
157629873,expanded_target_project,True,False
157680689,expanded_target_project,True,False
157821911,expanded_target_project,True,False
157827731,expanded_target_project,True,False
15785507,expanded_target_project,True,False
157863033,expanded_target_project,True,False
157919688,expanded_target_project,True,False
15807269,expanded_target_project,True,False
15823460,expanded_target_project,True,False
158256479,expanded_target_project,True,False
158310651,expanded_target_project,True,False
158403775,expanded_target_project,True,False
158437146,expanded_target_project,True,False
158477175,expanded_target_project,True,False
15861701,expanded_target_project,True,False
158756762,expanded_target_project,True,False
1588844,expanded_target_project,True,False
158906962,expanded_target_project,True,False
158975124,seed_project,True,False
159005377,expanded_target_project,True,False
159049339,expanded_target_project,True,False
159109434,expanded_target_project,True,False
159271175,expanded_target_project,True,False
159294525,expanded_target_project,True,False
159351868,expanded_target_project,True,False
159548561,expanded_target_project,True,False
159568404,expanded_target_project,True,False
159907380,expanded_target_project,True,False
15992970,expanded_target_project,True,False
15993599,expanded_target_project,True,False
15993609,expanded_target_project,True,False
15993612,expanded_target_project,True,False
15993613,expanded_target_project,True,False
15993616,expanded_target_project,True,False
15993618,expanded_target_project,True,False
16019737,expanded_target_project,True,False
160253491,expanded_target_project,True,False
160367623,expanded_target_project,True,False
1604991,expanded_target_project,True,False
160528020,seed_project,True,False
160615620,expanded_target_project,True,False
160689777,expanded_target_project,True,False
160735013,expanded_target_project,True,False
160784930,expanded_target_project,True,False
160919119,expanded_target_project,True,False
160999,seed_project,True,False
161001,expanded_target_project,True,False
161155314,expanded_target_project,True,False
161407222,expanded_target_project,True,False
161525880,expanded_target_project,True,False
161674141,expanded_target_project,True,False
161681291,expanded_target_project,True,False
161689193,expanded_target_project,True,False
161843366,expanded_target_project,True,False
16189524,seed_project,True,False
161951219,expanded_target_project,True,False
161979323,expanded_target_project,True,False
16211818,expanded_target_project,True,False
162168274,expanded_target_project,True,False
162201964,expanded_target_project,True,False
162484658,expanded_target_project,True,False
162548942,expanded_target_project,True,False
1625986,expanded_target_project,True,False
162643764,expanded_target_project,True,False
162725910,expanded_target_project,True,False
162864176,expanded_target_project,True,False
162869571,expanded_target_project,True,False
16287235,expanded_target_project,True,False
16296100,expanded_target_project,True,False
163071182,expanded_target_project,True,False
16309670,expanded_target_project,True,False
163185206,expanded_target_project,True,False
163387337,expanded_target_project,True,False
16345015,expanded_target_project,True,False
163568212,expanded_target_project,True,False
163653257,expanded_target_project,True,False
163847389,expanded_target_project,True,False
163853205,expanded_target_project,True,False
163883279,expanded_target_project,True,False
164008820,expanded_target_project,True,False
164026325,expanded_target_project,True,False
164047061,expanded_target_project,True,False
164074287,expanded_target_project,True,False
164267980,expanded_target_project,True,False
16431132,expanded_target_project,True,False
164354270,expanded_target_project,True,False
1644196,expanded_target_project,True,False
1646466,expanded_target_project,True,False
164668916,expanded_target_project,True,False
164789751,expanded_target_project,True,False
164896915,expanded_target_project,True,False
16489874,expanded_target_project,True,False
164999650,expanded_target_project,True,False
165021340,expanded_target_project,True,False
165087274,expanded_target_project,True,False
165092572,expanded_target_project,True,False
16514887,expanded_target_project,True,False
16523712,expanded_target_project,True,False
165289175,expanded_target_project,True,False
165332779,expanded_target_project,True,False
165478163,expanded_target_project,True,False
165536154,expanded_target_project,True,False
16554739,expanded_target_project,True,False
165561258,expanded_target_project,True,False
16556373,expanded_target_project,True,False
16563587,seed_project,True,False
165758293,expanded_target_project,True,False
16587283,expanded_target_project,True,False
165954705,expanded_target_project,True,False
165957180,expanded_target_project,True,False
16597023,expanded_target_project,True,False
166244463,expanded_target_project,True,False
166274005,expanded_target_project,True,False
